Symbol,ISIN,Trade Date,Exchange,Segment,Series,Trade Type,Auction,Quantity,Price,Trade ID,Order ID,Order Execution Time,,,,,,,,,,,,,,,,
AMIORG,INE00FF01017,31-07-2023,NSE,EQ,EQ,buy,FALSE,100,1144.5,3333147,1E+15,31-07-2023 13:09,,,,,,,,,,,,,,,,
AMIORG,INE00FF01017,31-07-2023,NSE,EQ,EQ,buy,FALSE,100,1144.5,3333148,1E+15,31-07-2023 13:09,,,,,,,,,,,,,,,,
AMIORG,INE00FF01017,31-07-2023,NSE,EQ,EQ,buy,FALSE,51,1144.5,3333149,1E+15,31-07-2023 13:09,,,,,,,,,,,,,,,,
AMIORG,INE00FF01017,31-07-2023,NSE,EQ,EQ,buy,FALSE,5,1147.45,3439334,1E+15,31-07-2023 13:19,,,,,,,,,,,,,,,,
AMIORG,INE00FF01017,31-07-2023,NSE,EQ,EQ,buy,FALSE,15,1147.45,3439333,1E+15,31-07-2023 13:19,,,,,,,,,,,,,,,,
AMIORG,INE00FF01017,31-07-2023,NSE,EQ,EQ,buy,FALSE,31,1147.45,3439332,1E+15,31-07-2023 13:19,,,,,,,,,,,,,,,,
AMIORG,INE00FF01017,31-07-2023,NSE,EQ,EQ,buy,FALSE,20,1147.45,3451436,1E+15,31-07-2023 13:21,,,,,,,,,,,,,,,,
AMIORG,INE00FF01017,31-07-2023,NSE,EQ,EQ,buy,FALSE,115,1147.45,3454761,1E+15,31-07-2023 13:21,,,,,,,,,,,,,,,,
AMIORG,INE00FF01017,31-07-2023,NSE,EQ,EQ,buy,FALSE,14,1147.45,3454762,1E+15,31-07-2023 13:21,,,,,,,,,,,,,,,,
AMIORG,INE00FF01017,31-07-2023,NSE,EQ,EQ,buy,FALSE,200,1152,3505604,1E+15,31-07-2023 13:26,,,,,,,,,,,,,,,,
BESTAGRO,INE052T01013,01-08-2023,BSE,EQ,B,buy,FALSE,400,1341,1031500,1.69086E+18,01-08-2023 09:21,,,,,,,,,,,,,,,,
BESTAGRO,INE052T01013,01-08-2023,BSE,EQ,B,buy,FALSE,50,1319,1270700,1.69086E+18,01-08-2023 09:23,,,,,,,,,,,,,,,,
HGINFRA,INE926X01010,01-08-2023,NSE,EQ,EQ,sell,FALSE,10,962,20552739,1.1E+15,01-08-2023 09:25,,,,,,,,,,,,,,,,
HGINFRA,INE926X01010,01-08-2023,NSE,EQ,EQ,sell,FALSE,10,962,20552738,1.1E+15,01-08-2023 09:25,,,,,,,,,,,,,,,,
HGINFRA,INE926X01010,01-08-2023,NSE,EQ,EQ,sell,FALSE,12,962,20553261,1.1E+15,01-08-2023 09:25,,,,,,,,,,,,,,,,
HGINFRA,INE926X01010,01-08-2023,NSE,EQ,EQ,sell,FALSE,10,962,20553369,1.1E+15,01-08-2023 09:25,,,,,,,,,,,,,,,,
HGINFRA,INE926X01010,01-08-2023,NSE,EQ,EQ,sell,FALSE,10,962,20553374,1.1E+15,01-08-2023 09:25,,,,,,,,,,,,,,,,
HGINFRA,INE926X01010,01-08-2023,NSE,EQ,EQ,sell,FALSE,10,962,20553372,1.1E+15,01-08-2023 09:25,,,,,,,,,,,,,,,,
HGINFRA,INE926X01010,01-08-2023,NSE,EQ,EQ,sell,FALSE,28,962,20553375,1.1E+15,01-08-2023 09:25,,,,,,,,,,,,,,,,
HGINFRA,INE926X01010,01-08-2023,NSE,EQ,EQ,sell,FALSE,10,962,20553371,1.1E+15,01-08-2023 09:25,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,60,47.5,7013900,1.69103E+18,03-08-2023 09:35,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,60,47.5,7013700,1.69103E+18,03-08-2023 09:35,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,60,47.5,7015500,1.69103E+18,03-08-2023 09:35,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,60,47.5,7014100,1.69103E+18,03-08-2023 09:35,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,60,47.5,7014300,1.69103E+18,03-08-2023 09:35,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,60,47.5,7014500,1.69103E+18,03-08-2023 09:35,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,60,47.5,7014700,1.69103E+18,03-08-2023 09:35,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,60,47.5,7014900,1.69103E+18,03-08-2023 09:35,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,60,47.5,7015100,1.69103E+18,03-08-2023 09:35,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,60,47.5,7015300,1.69103E+18,03-08-2023 09:35,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,1164,47.3,7148300,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,155,47.3,7149100,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,483,47.3,7148500,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,483,47.3,7148100,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,483,47.3,7147900,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,283,47.3,7147700,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,2416,47.3,7148900,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,483,47.3,7148700,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,10,47.3,7161300,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,40,47.3,7161500,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,1256,47.3,7242700,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,1256,47.3,7242500,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,1256,47.3,7242900,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,1256,47.3,7.24E+06,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,1256,47.3,7243300,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,67,47.3,7243700,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,10,47.3,7295200,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,50,47.3,7293500,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,1045,47.3,7317400,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,338,47.3,7316400,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,338,47.3,7316600,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,338,47.3,7316800,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,338,47.3,7317000,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,03-08-2023,BSE,EQ,B,sell,FALSE,196,47.3,7317200,1.69103E+18,03-08-2023 09:36,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,04-08-2023,NSE,EQ,EQ,sell,FALSE,3000,49.25,60432715,1.3E+15,04-08-2023 09:21,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,07-08-2023,BSE,EQ,B,sell,FALSE,300,50.65,5019600,1.69138E+18,07-08-2023 09:23,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,07-08-2023,BSE,EQ,B,sell,FALSE,300,50.65,5020000,1.69138E+18,07-08-2023 09:23,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,07-08-2023,BSE,EQ,B,sell,FALSE,300,50.65,5020200,1.69138E+18,07-08-2023 09:23,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,07-08-2023,BSE,EQ,B,sell,FALSE,300,50.65,5019800,1.69138E+18,07-08-2023 09:23,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,07-08-2023,BSE,EQ,B,sell,FALSE,1697,50.65,5062400,1.69138E+18,07-08-2023 09:23,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,07-08-2023,BSE,EQ,B,sell,FALSE,103,50.65,5104200,1.69138E+18,07-08-2023 09:23,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,07-08-2023,BSE,EQ,B,sell,FALSE,1,52.15,53628800,1.6914E+18,07-08-2023 15:10,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,07-08-2023,BSE,EQ,B,sell,FALSE,1200,52.15,53627800,1.6914E+18,07-08-2023 15:10,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,07-08-2023,BSE,EQ,B,sell,FALSE,300,52.15,5.36E+07,1.6914E+18,07-08-2023 15:10,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,07-08-2023,BSE,EQ,B,sell,FALSE,50,52.15,5.36E+07,1.6914E+18,07-08-2023 15:10,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,07-08-2023,BSE,EQ,B,sell,FALSE,300,52.15,5.36E+07,1.6914E+18,07-08-2023 15:10,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,07-08-2023,BSE,EQ,B,sell,FALSE,300,52.15,53628600,1.6914E+18,07-08-2023 15:10,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,07-08-2023,BSE,EQ,B,sell,FALSE,849,52.15,53629000,1.6914E+18,07-08-2023 15:10,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,07-08-2023,BSE,EQ,B,sell,FALSE,150,53,54617400,1.6914E+18,07-08-2023 15:14,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,07-08-2023,BSE,EQ,B,sell,FALSE,1000,53,54616900,1.6914E+18,07-08-2023 15:14,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,07-08-2023,BSE,EQ,B,sell,FALSE,50,53,54617000,1.6914E+18,07-08-2023 15:14,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,07-08-2023,BSE,EQ,B,sell,FALSE,300,53,54623200,1.6914E+18,07-08-2023 15:14,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,08-08-2023,NSE,EQ,EQ,sell,FALSE,1500,54.7,60093687,1.3E+15,08-08-2023 09:15,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,08-08-2023,NSE,EQ,EQ,sell,FALSE,1000,54.8,60135805,1.3E+15,08-08-2023 09:16,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,08-08-2023,NSE,EQ,EQ,sell,FALSE,188,56.45,60508750,1.3E+15,08-08-2023 09:23,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,08-08-2023,NSE,EQ,EQ,sell,FALSE,128,56.45,60508747,1.3E+15,08-08-2023 09:23,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,08-08-2023,NSE,EQ,EQ,sell,FALSE,300,56.45,60508748,1.3E+15,08-08-2023 09:23,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,08-08-2023,NSE,EQ,EQ,sell,FALSE,200,56.45,6.05E+07,1.3E+15,08-08-2023 09:23,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,08-08-2023,NSE,EQ,EQ,sell,FALSE,232,56.45,60508751,1.3E+15,08-08-2023 09:23,,,,,,,,,,,,,,,,
VASCONEQ,INE893I01013,08-08-2023,NSE,EQ,EQ,sell,FALSE,952,56.45,60508752,1.3E+15,08-08-2023 09:23,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-08-2023,NSE,EQ,EQ,buy,FALSE,70,405.5,43370075,1.2E+15,08-08-2023 12:34,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-08-2023,NSE,EQ,EQ,buy,FALSE,630,405.5,43370077,1.2E+15,08-08-2023 12:34,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,8,383.45,40313095,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,4,383.45,40313096,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,9,383.35,40313097,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,19,383.2,40313098,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,100,383.15,40313099,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,23,383.1,40313100,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,6,382.8,40313101,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,8,382.75,40313102,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,100,382.75,40313103,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,9,382.7,40313104,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,9,382.65,40313105,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,9,382.6,40313106,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,8,382.55,40313107,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,4,382.55,40313108,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,6,382.55,40313109,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,2,382.55,40313110,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,6,382.55,40313111,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,2,382.55,40313112,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,6,382.55,40313113,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,2,382.55,40313114,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,6,382.55,40313115,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,2,382.55,40313116,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,6,382.55,40313117,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,2,382.55,40313118,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,6,382.55,40313119,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,2,382.55,40313120,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,6,382.55,40313121,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,2,382.55,40313122,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,6,382.55,40313123,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,2,382.55,40313124,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,6,382.55,40313125,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,2,382.55,40313126,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,5,382.55,40313127,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,2,382.55,40313128,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,4,382.5,40313129,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,59,382.5,40313130,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,09-08-2023,NSE,EQ,EQ,sell,FALSE,57,382.4,40313131,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,2,382.35,40313132,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,4,382.35,40313133,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,6,382.35,40313134,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,2,382.35,40313135,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,6,382.35,40313136,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,2,382.35,40313137,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,6,382.35,40313138,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,2,382.35,40313139,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,6,382.35,40313140,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,2,382.35,40313141,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,6,382.35,40313142,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,1,382.35,40313143,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,29,382.35,40313144,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,1,383.45,40313094,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,6,382.1,40313152,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,11,382.1,40313153,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,6,382.1,40313154,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,11,382.1,40313155,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,10,382.1,40313156,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,15,382.3,40313145,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,6,382.1,40313146,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,11,382.1,40313147,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,6,382.1,40313148,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,11,382.1,40313149,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,6,382.1,40313150,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
MUTHOOTCAP,INE296G01013,08-09-2023,NSE,EQ,EQ,sell,FALSE,11,382.1,40313151,1.2E+15,09-08-2023 09:21,,,,,,,,,,,,,,,,
SHRIPISTON-BE,INE526E01018,08-09-2023,NSE,EQ,BE,buy,FALSE,4,1360,62616828,1.3E+15,09-08-2023 11:14,,,,,,,,,,,,,,,,
SHRIPISTON-BE,INE526E01018,08-09-2023,NSE,EQ,BE,buy,FALSE,1,1360,62634709,1.3E+15,09-08-2023 11:15,,,,,,,,,,,,,,,,
SHRIPISTON-BE,INE526E01018,08-09-2023,NSE,EQ,BE,buy,FALSE,3,1360,63296633,1.3E+15,09-08-2023 12:02,,,,,,,,,,,,,,,,
SHRIPISTON-BE,INE526E01018,08-09-2023,NSE,EQ,BE,buy,FALSE,32,1360,63296638,1.3E+15,09-08-2023 12:02,,,,,,,,,,,,,,,,
DREAMFOLKS,INE0JS101016,08-10-2023,NSE,EQ,EQ,buy,FALSE,450,577,20067234,1.1E+15,10-08-2023 09:15,,,,,,,,,,,,,,,,
AVANTIFEED,INE871C01038,08-10-2023,NSE,EQ,EQ,buy,FALSE,10,427.3,4475566,1E+15,10-08-2023 14:18,,,,,,,,,,,,,,,,
AVANTIFEED,INE871C01038,08-10-2023,NSE,EQ,EQ,buy,FALSE,100,427.3,4475614,1E+15,10-08-2023 14:18,,,,,,,,,,,,,,,,
AVANTIFEED,INE871C01038,08-10-2023,NSE,EQ,EQ,buy,FALSE,100,427.3,4475605,1E+15,10-08-2023 14:18,,,,,,,,,,,,,,,,
AVANTIFEED,INE871C01038,08-10-2023,NSE,EQ,EQ,buy,FALSE,75,427.3,4.48E+06,1E+15,10-08-2023 14:18,,,,,,,,,,,,,,,,
AVANTIFEED,INE871C01038,08-10-2023,NSE,EQ,EQ,buy,FALSE,215,427.3,4475676,1E+15,10-08-2023 14:18,,,,,,,,,,,,,,,,
AVANTIFEED,INE871C01038,08-10-2023,NSE,EQ,EQ,buy,FALSE,500,427.3,4480379,1E+15,10-08-2023 14:19,,,,,,,,,,,,,,,,
AVANTIFEED,INE871C01038,08-10-2023,NSE,EQ,EQ,buy,FALSE,125,426,4480760,1E+15,10-08-2023 14:19,,,,,,,,,,,,,,,,
AVANTIFEED,INE871C01038,08-10-2023,NSE,EQ,EQ,buy,FALSE,75,426,4480759,1E+15,10-08-2023 14:19,,,,,,,,,,,,,,,,
AVANTIFEED,INE871C01038,08-10-2023,NSE,EQ,EQ,buy,FALSE,100,426,4480756,1E+15,10-08-2023 14:19,,,,,,,,,,,,,,,,
AVANTIFEED,INE871C01038,08-10-2023,NSE,EQ,EQ,buy,FALSE,16,426,4480886,1E+15,10-08-2023 14:19,,,,,,,,,,,,,,,,
